order_id,order_date,customer,category,amount_original,currency_original,amount_brl
1318,2024-09-19,João Jesus,Livros,4060.90,BRL,4060.90
1319,2023-10-08,Eduarda Klein,Casa,557.70,BRL,557.70
1321,2024-10-17,Eduarda Ribeiro,Eletrônicos,4525.09,BRL,4525.09
1322,2023-03-31,Sofia Ferreira,Casa,1924.16,BRL,1924.16
1323,2023-05-05,Tiago Ferreira,Casa,940.77,BRL,940.77
1324,2023-03-28,Ana Barbosa,Moda,1895.94,BRL,1895.94
1326,2024-07-01,João Lopes,Livros,3915.41,BRL,3915.41
1327,2024-05-25,Nuno Oliveira,Casa,352.98,BRL,352.98
1328,2024-10-01,Eduarda Henriques,Eletrônicos,2219.66,BRL,2219.66
1329,2023-12-31,Carla Esteves,Esporte,1118.64,BRL,1118.64
1330,2023-09-09,Sofia Teixeira,Moda,732.91,USD,3625.85
1331,2024-07-02,Diego Queiroz,Moda,376.30,BRL,376.30
1332,2023-12-28,Nuno Nogueira,Livros,4438.79,BRL,4438.79
1333,2024-01-10,Karina Nogueira,Livros,815.28,BRL,815.28
1334,2024-02-28,Tiago Oliveira,Esporte,3366.69,USD,16706.86
1335,2024-12-20,Olívia Teixeira,Casa,672.11,USD,4065.53
1336,2024-07-17,Ana Klein,Livros,1879.99,BRL,1879.99
1337,2024-04-08,Eduarda Henriques,Moda,1362.89,BRL,1362.89
1338,2023-05-24,Rafael Oliveira,Eletrônicos,154.67,BRL,154.67
1339,2024-07-10,Gabriela Oliveira,Esporte,4692.81,BRL,4692.81
1340,2023-09-17,João Oliveira,Esporte,1413.71,BRL,1413.71
1341,2024-10-30,Ana Carvalho,Casa,2661.79,BRL,2661.79
1342,2023-02-06,Carla Barbosa,Casa,1712.45,BRL,1712.45
1343,2023-12-27,Gabriela Barbosa,Eletrônicos,1423.17,BRL,1423.17
1344,2024-02-19,Rafael Santos,Moda,1841.32,USD,9137.37
1345,2023-12-31,Rafael Gomes,Moda,1617.43,USD,7927.19
1346,2023-12-02,Eduarda Santos,Casa,2973.84,BRL,2973.84
1347,2024-07-26,Karina Santos,Livros,41.31,BRL,41.31
1348,2024-01-29,Sofia Henriques,Eletrônicos,839.49,BRL,839.49
1349,2023-01-08,Tiago Queiroz,Eletrônicos,4326.97,BRL,4326.97
1350,2024-05-28,Karina Esteves,Livros,3904.76,BRL,3904.76
1351,2024-05-15,Bruno Martins,Livros,2358.34,BRL,2358.34
1352,2024-01-21,Vitória Oliveira,Livros,3043.49,BRL,3043.49
1353,2023-10-16,Mariana Martins,Livros,4191.33,BRL,4191.33
1355,2024-08-08,Isabela Pereira,Esporte,1118.57,BRL,1118.57
1356,2023-09-16,Rafael Oliveira,Livros,795.48,BRL,795.48
1357,2024-02-07,Isabela Teixeira,Livros,191.09,USD,948.27
1358,2023-11-24,Ana Santos,Casa,4771.75,USD,23493.71
1359,2024-01-26,Gabriela Almeida,Eletrônicos,2983.40,BRL,2983.40
1360,2023-06-27,Henrique Lopes,Casa,914.70,BRL,914.70
1361,2024-03-03,Sofia Almeida,Eletrônicos,352.40,BRL,352.40
1362,2023-12-22,Henrique Carvalho,Eletrônicos,3377.52,BRL,3377.52
1363,2024-07-25,Diego Klein,Livros,4319.42,BRL,4319.42
1364,2023-05-09,Sofia Gomes,Moda,1800.10,BRL,1800.10
1365,2024-03-11,Olívia Ribeiro,Esporte,1997.01,BRL,1997.01
1367,2024-07-16,Sofia Martins,Esporte,4706.18,BRL,4706.18
1368,2024-08-27,Lucas Nogueira,Eletrônicos,4209.88,BRL,4209.88
1369,2024-10-15,Olívia Santos,Livros,1179.60,USD,6607.53
1372,2024-12-19,Olívia Martins,Casa,4422.07,BRL,4422.07
1373,2024-05-22,Mariana Santos,Moda,1109.67,BRL,1109.67
1374,2024-06-10,Isabela Ribeiro,Casa,4634.67,BRL,4634.67
1375,2024-06-14,Eduarda Almeida,Livros,2548.75,USD,13673.28
1376,2023-09-15,Nuno Vasconcelos,Esporte,1608.87,BRL,1608.87
1377,2023-07-21,Vitória Gomes,Livros,726.33,BRL,726.33
1379,2024-04-20,Henrique Henriques,Esporte,3990.67,BRL,3990.67
1380,2023-09-28,Nuno Nogueira,Casa,2651.50,BRL,2651.50
1381,2024-10-02,Henrique Lopes,Livros,1799.82,BRL,1799.82
1382,2023-07-24,Isabela Nogueira,Moda,1884.83,BRL,1884.83
1384,2023-08-29,Vitória Lopes,Livros,181.65,BRL,181.65
1385,2023-08-22,Diego Ferreira,Moda,2788.55,BRL,2788.55
1386,2023-09-06,Lucas Barbosa,Moda,1246.33,BRL,1246.33
1387,2024-08-27,João Jesus,Eletrônicos,1258.36,BRL,1258.36
1388,2024-05-10,Diego Lopes,Não informado,4743.69,BRL,4743.69
1389,2023-06-15,Nuno Esteves,Eletrônicos,4103.24,BRL,4103.24
1390,2024-05-10,Ana Martins,Esporte,1473.88,BRL,1473.88
1392,2023-02-18,Bruno Jesus,Não informado,1379.90,BRL,1379.90
1393,2024-03-10,Diego Barbosa,Moda,376.76,BRL,376.76
1394,2024-07-02,Felipe Martins,Moda,3765.48,USD,20827.62
1395,2023-03-30,Paulo Henriques,Esporte,3246.44,BRL,3246.44
1397,2023-09-29,João Martins,Casa,1733.29,BRL,1733.29
1398,2024-11-22,Nuno Esteves,Moda,2020.13,USD,11701.20
1399,2024-06-21,João Barbosa,Moda,1523.22,BRL,1523.22
1400,2024-03-02,João Ferreira,Eletrônicos,3012.17,BRL,3012.17
1401,2024-08-01,Rafael Queiroz,Moda,34.79,BRL,34.79
1402,2023-12-19,Felipe Esteves,Esporte,1928.40,BRL,1928.40
1403,2023-06-24,Felipe Jesus,Esporte,2924.65,BRL,2924.65
1404,2024-11-02,Tiago Queiroz,Esporte,822.68,USD,4765.21
1405,2024-07-20,Diego Almeida,Livros,1580.27,BRL,1580.27
1406,2023-07-02,Nuno Duarte,Casa,2544.88,BRL,2544.88
1408,2024-12-08,Diego Henriques,Esporte,3775.70,BRL,3775.70
1409,2023-12-07,Karina Oliveira,Moda,4156.86,BRL,4156.86
1410,2023-12-17,Isabela Carvalho,Moda,3699.72,USD,18132.70
1411,2023-07-06,Mariana Barbosa,Esporte,1305.54,BRL,1305.54
1412,2024-04-26,Rafael Lopes,Esporte,1824.14,BRL,1824.14
1413,2023-06-30,Olívia Queiroz,Moda,2103.84,BRL,2103.84
1414,2023-05-04,Henrique Klein,Moda,3679.42,BRL,3679.42
1415,2023-09-09,Henrique Oliveira,Eletrônicos,1356.57,BRL,1356.57
1417,2023-04-16,Lucas Gomes,Esporte,1612.81,BRL,1612.81
1418,2024-01-30,Carla Almeida,Casa,2897.36,BRL,2897.36
1419,2023-06-27,Tiago Martins,Esporte,345.66,USD,1673.58
1420,2023-10-15,Eduarda Klein,Não informado,3727.74,USD,18950.34
1421,2023-08-02,Diego Ribeiro,Esporte,1822.19,BRL,1822.19
1422,2024-04-05,Karina Almeida,Casa,4037.84,BRL,4037.84
1423,2024-09-11,Nuno Klein,Casa,1653.73,BRL,1653.73
1424,2024-06-04,Gabriela Jesus,Esporte,2179.03,BRL,2179.03
1425,2024-03-19,Carla Jesus,Eletrônicos,4757.00,BRL,4757.00
1426,2023-03-20,Rafael Oliveira,Eletrônicos,4435.46,BRL,4435.46
1428,2023-09-28,Sofia Oliveira,Esporte,639.16,BRL,639.16
1429,2024-05-17,Felipe Nogueira,Casa,3806.96,BRL,3806.96
1430,2023-11-27,Henrique Almeida,Eletrônicos,2754.78,USD,13563.16
1432,2024-10-05,Mariana Ribeiro,Livros,2694.76,BRL,2694.76
1433,2024-04-04,Diego Pereira,Casa,2078.64,USD,10681.92
1434,2024-09-11,Paulo Jesus,Casa,4704.98,BRL,4704.98
1435,2023-01-29,Henrique Queiroz,Livros,768.25,BRL,768.25
1436,2024-04-27,Gabriela Barbosa,Eletrônicos,4257.64,USD,21879.59
1437,2023-09-08,Karina Oliveira,Casa,667.85,BRL,667.85
1438,2024-08-07,Carla Barbosa,Casa,2118.17,BRL,2118.17
1439,2023-04-15,Karina Ribeiro,Livros,1573.17,BRL,1573.17
1441,2023-06-18,Henrique Almeida,Esporte,4278.85,BRL,4278.85
1442,2023-03-10,Carla Santos,Eletrônicos,1081.51,BRL,1081.51
1443,2023-01-03,Vitória Jesus,Eletrônicos,4582.37,BRL,4582.37
1444,2024-02-21,Paulo Queiroz,Moda,3377.39,USD,16759.96
1445,2023-12-24,Vitória Ribeiro,Casa,3018.90,BRL,3018.90
1446,2023-06-24,Sofia Nogueira,Esporte,2313.85,USD,11202.97
1447,2024-07-14,Bruno Barbosa,Esporte,652.92,BRL,652.92
1448,2023-09-05,Bruno Teixeira,Eletrônicos,1489.69,BRL,1489.69
1450,2023-11-24,Nuno Henriques,Casa,2800.04,USD,13786.00
1451,2023-11-11,Vitória Duarte,Não informado,3745.33,BRL,3745.33
1452,2023-09-14,Diego Nogueira,Livros,436.74,USD,2160.64
1454,2024-05-19,Eduarda Santos,Eletrônicos,4800.65,USD,24735.83
1455,2023-05-06,Lucas Carvalho,Moda,4978.33,BRL,4978.33
1456,2024-07-19,Felipe Jesus,Não informado,4433.42,BRL,4433.42
1457,2023-09-21,Rafael Teixeira,Livros,486.78,BRL,486.78
1458,2024-03-29,Mariana Martins,Esporte,3301.14,BRL,3301.14
1459,2023-07-18,Ana Jesus,Esporte,2894.92,USD,13931.80
1460,2023-11-27,Sofia Ferreira,Esporte,1312.55,BRL,1312.55
1461,2024-02-23,Bruno Teixeira,Moda,1293.79,BRL,1293.79
1462,2023-06-02,Felipe Martins,Esporte,4532.13,USD,21943.21
1463,2024-06-10,Sofia Klein,Livros,111.87,BRL,111.87
1464,2024-05-01,Carla Henriques,Moda,3939.90,BRL,3939.90
1465,2024-12-03,João Ribeiro,Moda,3745.22,USD,22654.46
1466,2024-01-02,Nuno Klein,Esporte,4677.18,BRL,4677.18
1467,2023-07-16,Carla Lopes,Moda,3800.65,BRL,3800.65
1468,2023-09-18,Bruno Carvalho,Esporte,998.47,BRL,998.47
1469,2024-05-12,Lucas Lopes,Livros,4463.73,BRL,4463.73
1470,2023-05-20,Karina Gomes,Casa,782.48,BRL,782.48
1471,2023-06-24,Lucas Lopes,Moda,2280.36,BRL,2280.36
1472,2024-10-18,João Nogueira,Não informado,131.31,BRL,131.31
1473,2023-03-08,Lucas Martins,Esporte,1547.58,USD,8085.49
1474,2023-09-08,Karina Teixeira,Livros,2919.47,BRL,2919.47
1475,2024-03-18,Paulo Duarte,Livros,33.21,USD,165.76
1476,2023-08-04,Olívia Pereira,Eletrônicos,3223.70,BRL,3223.70
1477,2024-12-11,Eduarda Ferreira,Casa,537.04,BRL,537.04
1478,2024-09-26,Eduarda Henriques,Esporte,4172.42,BRL,4172.42
1479,2023-04-11,Mariana Barbosa,Esporte,3887.14,BRL,3887.14
1483,2024-08-22,Mariana Henriques,Moda,4397.48,BRL,4397.48
1484,2023-03-29,Henrique Martins,Moda,3025.29,BRL,3025.29
1485,2023-11-18,Tiago Oliveira,Eletrônicos,995.89,BRL,995.89
1486,2024-10-05,Lucas Santos,Livros,1726.26,BRL,1726.26
1487,2023-05-25,Rafael Nogueira,Esporte,3987.07,BRL,3987.07
1488,2024-10-19,Eduarda Lopes,Casa,4818.56,BRL,4818.56
1489,2023-03-20,Diego Santos,Casa,4831.56,BRL,4831.56
1490,2024-03-15,Diego Santos,Casa,3359.68,BRL,3359.68
1491,2023-04-24,Felipe Santos,Livros,1986.11,BRL,1986.11
1492,2024-04-21,Vitória Martins,Não informado,4194.07,BRL,4194.07
1493,2024-11-03,Rafael Nogueira,Moda,1655.57,BRL,1655.57
1494,2024-09-15,Mariana Jesus,Esporte,3232.28,BRL,3232.28
1495,2023-03-12,Lucas Santos,Moda,2332.93,BRL,2332.93
1496,2023-12-16,Mariana Almeida,Eletrônicos,2760.41,BRL,2760.41
1497,2024-05-30,Gabriela Vasconcelos,Eletrônicos,1644.44,BRL,1644.44
1498,2023-06-16,João Barbosa,Eletrônicos,1850.43,BRL,1850.43
1499,2023-04-13,Paulo Carvalho,Eletrônicos,303.63,BRL,303.63
1500,2024-10-11,Tiago Lopes,Livros,2278.15,BRL,2278.15
1501,2024-11-02,Tiago Pereira,Moda,1196.63,BRL,1196.63
1502,2024-05-26,Isabela Lopes,Eletrônicos,234.94,BRL,234.94
1506,2023-08-12,Nuno Santos,Esporte,2291.44,BRL,2291.44
1507,2024-04-24,Olívia Carvalho,Eletrônicos,633.34,BRL,633.34
1510,2024-06-27,Sofia Lopes,Livros,4809.03,USD,25799.00
1511,2023-01-07,Olívia Oliveira,Casa,2408.23,BRL,2408.23
1513,2024-08-13,Sofia Queiroz,Livros,3503.62,BRL,3503.62
1514,2024-08-14,João Duarte,Moda,2365.09,BRL,2365.09
1515,2024-12-21,Ana Carvalho,Livros,2003.32,BRL,2003.32
1516,2024-10-27,Diego Martins,Esporte,1164.16,BRL,1164.16
1517,2024-08-09,Rafael Queiroz,Moda,3227.76,BRL,3227.76
1518,2023-10-02,Sofia Lopes,Eletrônicos,240.40,USD,1222.10
1519,2024-08-08,Diego Santos,Casa,2260.31,BRL,2260.31
1520,2023-12-18,Lucas Lopes,Eletrônicos,2228.79,BRL,2228.79
1522,2024-04-05,Nuno Pereira,Casa,1725.78,BRL,1725.78
1523,2024-02-20,João Henriques,Eletrônicos,3818.45,BRL,3818.45
1524,2024-10-03,Bruno Teixeira,Esporte,2087.22,BRL,2087.22
1526,2023-07-06,Carla Jesus,Casa,77.29,USD,371.96
1527,2024-04-04,Felipe Ferreira,Moda,1628.36,BRL,1628.36
1529,2024-03-18,Olívia Oliveira,Casa,4212.47,BRL,4212.47
1530,2023-05-28,Bruno Oliveira,Casa,3116.76,BRL,3116.76
1531,2023-07-07,Lucas Ferreira,Esporte,4138.79,BRL,4138.79
1532,2023-08-02,Henrique Oliveira,Moda,2858.27,USD,14016.38
1533,2023-09-12,Karina Duarte,Livros,2680.34,BRL,2680.34
1534,2024-12-04,Karina Nogueira,Eletrônicos,4281.27,BRL,4281.27
1535,2023-12-20,Lucas Henriques,Casa,360.38,BRL,360.38
1536,2024-02-06,Henrique Ferreira,Moda,3922.69,USD,19465.96
1537,2023-09-01,Ana Almeida,Eletrônicos,3042.78,USD,15053.24
1539,2024-06-09,Sofia Duarte,Moda,1230.18,BRL,1230.18
1540,2024-09-02,Lucas Barbosa,Livros,3797.36,BRL,3797.36
1542,2024-06-16,Tiago Teixeira,Casa,2069.58,BRL,2069.58
1543,2024-01-17,Sofia Lopes,Eletrônicos,3350.10,USD,16478.14
1544,2023-08-03,Eduarda Almeida,Moda,1669.36,BRL,1669.36
1545,2024-07-24,Tiago Ferreira,Eletrônicos,82.71,BRL,82.71
1547,2023-07-27,João Henriques,Eletrônicos,3082.48,BRL,3082.48
1548,2024-02-27,Isabela Oliveira,Moda,516.70,BRL,516.70
1551,2023-02-04,Mariana Gomes,Casa,4054.53,BRL,4054.53
1552,2024-07-11,Gabriela Carvalho,Livros,4715.30,USD,26081.27
1554,2024-09-22,Karina Nogueira,Esporte,2769.42,BRL,2769.42
1555,2024-07-29,João Almeida,Casa,1587.63,BRL,1587.63
1556,2023-10-09,Mariana Pereira,Esporte,540.55,USD,2747.94
1557,2024-04-28,Bruno Pereira,Eletrônicos,2910.89,BRL,2910.89
1558,2023-04-02,Mariana Klein,Livros,1765.54,BRL,1765.54
1559,2023-03-25,Sofia Vasconcelos,Casa,206.38,BRL,206.38
1560,2024-10-12,Rafael Teixeira,Casa,1247.03,BRL,1247.03
1561,2023-08-16,Karina Teixeira,Esporte,2231.37,BRL,2231.37
1562,2023-01-25,Carla Jesus,Eletrônicos,2967.12,BRL,2967.12
1563,2023-12-17,Felipe Henriques,Eletrônicos,3639.17,BRL,3639.17
1564,2024-10-03,Lucas Gomes,Eletrônicos,2292.17,BRL,2292.17
1565,2023-06-05,Gabriela Santos,Esporte,4180.40,BRL,4180.40
1566,2023-09-05,Gabriela Duarte,Livros,2163.01,BRL,2163.01
1567,2023-05-20,Mariana Teixeira,Moda,1524.88,BRL,1524.88
1569,2023-05-10,Bruno Lopes,Não informado,286.76,BRL,286.76
1570,2024-08-22,Sofia Jesus,Esporte,4279.10,BRL,4279.10
1571,2024-08-09,Sofia Nogueira,Moda,3332.55,USD,18491.65
1572,2024-01-07,Nuno Carvalho,Moda,698.12,BRL,698.12
1573,2024-10-15,Henrique Almeida,Livros,1208.59,BRL,1208.59
1574,2023-05-31,Tiago Carvalho,Moda,4499.59,USD,22355.31
1575,2024-08-20,Vitória Teixeira,Moda,2083.61,BRL,2083.61
1576,2024-07-09,Diego Duarte,Moda,2607.72,BRL,2607.72
1577,2024-10-17,Felipe Queiroz,Esporte,98.63,BRL,98.63
1579,2024-04-11,Tiago Gomes,Casa,1743.95,BRL,1743.95
1580,2024-02-05,Olívia Almeida,Esporte,3270.93,BRL,3270.93
1582,2024-04-28,Rafael Ribeiro,Moda,1778.23,BRL,1778.23
1583,2024-07-11,Carla Oliveira,Moda,1062.23,BRL,1062.23
1584,2023-03-24,Diego Vasconcelos,Esporte,4387.14,USD,22921.05
1585,2024-06-25,Gabriela Jesus,Casa,591.14,BRL,591.14
1586,2024-03-08,Nuno Vasconcelos,Esporte,1047.29,USD,5227.34
1587,2023-02-01,João Klein,Casa,492.83,BRL,492.83
1588,2023-01-07,Ana Vasconcelos,Livros,3658.67,BRL,3658.67
1589,2024-07-19,Karina Ribeiro,Moda,1190.05,BRL,1190.05
1590,2024-11-23,Lucas Barbosa,Eletrônicos,1609.93,BRL,1609.93
1591,2024-03-31,Tiago Almeida,Eletrônicos,3990.89,BRL,3990.89
1592,2023-05-15,Henrique Martins,Casa,1834.61,BRL,1834.61
1594,2024-06-27,Bruno Duarte,Moda,2983.03,BRL,2983.03
1595,2024-06-12,Henrique Almeida,Livros,3657.25,BRL,3657.25
1596,2023-12-03,Bruno Henriques,Livros,4414.03,BRL,4414.03
1597,2023-09-22,Tiago Pereira,Moda,2491.73,BRL,2491.73
1598,2024-12-01,Isabela Klein,Eletrônicos,3723.44,BRL,3723.44
1600,2024-01-08,Karina Pereira,Moda,4930.40,BRL,4930.40
1601,2024-12-11,Olívia Duarte,Livros,3435.97,BRL,3435.97
1602,2024-12-29,João Almeida,Moda,4769.64,BRL,4769.64
1603,2024-02-07,Felipe Pereira,Casa,1326.82,BRL,1326.82
1605,2023-10-08,Mariana Duarte,Eletrônicos,484.17,BRL,484.17
1606,2023-06-07,Eduarda Santos,Eletrônicos,3480.25,BRL,3480.25
1607,2023-08-06,Nuno Almeida,Livros,4615.27,BRL,4615.27
1608,2024-02-25,Rafael Ferreira,Moda,4100.86,BRL,4100.86
1609,2024-01-19,Ana Nogueira,Esporte,4589.15,BRL,4589.15
1610,2024-09-05,Felipe Duarte,Eletrônicos,3436.85,BRL,3436.85
1612,2024-04-09,Karina Klein,Casa,3949.83,BRL,3949.83
1613,2023-03-23,Felipe Oliveira,Esporte,1840.63,BRL,1840.63
1614,2024-03-12,Isabela Pereira,Casa,2315.42,USD,11556.96
1615,2024-12-16,Nuno Lopes,Livros,728.32,BRL,728.32
1616,2023-05-20,Eduarda Nogueira,Eletrônicos,2198.49,BRL,2198.49
1618,2023-09-26,Lucas Henriques,Casa,3026.93,USD,14974.83
1619,2024-12-02,Diego Martins,Livros,2366.53,BRL,2366.53
1620,2023-06-05,João Oliveira,Eletrônicos,4145.97,USD,20073.54
1621,2023-12-23,Tiago Queiroz,Moda,79.43,USD,389.29
1622,2024-12-10,Karina Henriques,Livros,3745.09,BRL,3745.09
1623,2023-06-19,Carla Nogueira,Casa,4706.02,BRL,4706.02
1624,2024-03-09,Mariana Teixeira,Esporte,4503.63,BRL,4503.63
1626,2023-09-19,Ana Teixeira,Esporte,1232.24,BRL,1232.24
1627,2023-03-14,Isabela Oliveira,Esporte,2989.71,BRL,2989.71
1628,2024-12-12,Isabela Santos,Não informado,755.79,BRL,755.79
1631,2023-12-11,Isabela Martins,Esporte,4713.89,BRL,4713.89
1632,2023-10-28,Rafael Jesus,Casa,4591.05,USD,23339.06
1634,2023-09-06,Lucas Oliveira,Eletrônicos,697.57,BRL,697.57
1636,2023-03-11,Felipe Klein,Casa,543.40,BRL,543.40
1637,2023-02-18,Nuno Carvalho,Casa,2018.21,BRL,2018.21
1638,2023-06-30,Carla Ferreira,Esporte,4557.51,BRL,4557.51
1640,2023-06-21,Felipe Almeida,Livros,651.13,BRL,651.13
1641,2024-04-27,Olívia Nogueira,Moda,1357.47,BRL,1357.47
1642,2024-10-13,Paulo Henriques,Livros,4198.45,BRL,4198.45
1643,2023-05-09,Henrique Esteves,Casa,132.65,BRL,132.65
1644,2024-12-18,Tiago Pereira,Livros,2393.32,USD,14476.95
1645,2024-06-24,Karina Nogueira,Casa,4490.02,BRL,4490.02
1646,2023-10-18,Karina Martins,Livros,1210.66,BRL,1210.66
1647,2024-02-27,Sofia Vasconcelos,Eletrônicos,2887.47,BRL,2887.47
1648,2024-03-10,Bruno Lopes,Esporte,104.09,BRL,104.09
1649,2024-11-02,Felipe Ribeiro,Eletrônicos,2168.35,BRL,2168.35
1650,2024-08-06,Lucas Almeida,Casa,687.12,BRL,687.12
1651,2024-10-01,Felipe Lopes,Casa,3871.93,BRL,3871.93
1652,2023-04-05,Lucas Queiroz,Casa,3950.86,BRL,3950.86
1653,2023-05-25,Bruno Gomes,Casa,475.80,BRL,475.80
1654,2023-08-28,Ana Teixeira,Moda,213.02,BRL,213.02
1655,2024-09-14,Carla Esteves,Moda,449.81,BRL,449.81
1656,2024-01-11,Gabriela Gomes,Esporte,2742.79,BRL,2742.79
1657,2024-12-13,Rafael Carvalho,Eletrônicos,2637.13,USD,15951.74
1658,2023-07-12,Tiago Duarte,Esporte,1617.86,BRL,1617.86
1659,2023-02-25,Carla Queiroz,Moda,593.25,USD,3074.81
1660,2023-09-12,Isabela Teixeira,Eletrônicos,2383.72,BRL,2383.72
1661,2023-08-20,Mariana Gomes,Eletrônicos,2528.51,BRL,2528.51
1662,2023-02-01,Tiago Vasconcelos,Moda,1739.53,USD,9015.98
1663,2023-09-11,Olívia Barbosa,Não informado,2623.55,BRL,2623.55
1664,2023-11-02,Ana Nogueira,Esporte,2717.13,BRL,2717.13
1666,2023-11-15,Felipe Henriques,Esporte,993.08,BRL,993.08
1667,2024-01-08,Nuno Oliveira,Casa,1343.09,BRL,1343.09
1668,2024-02-14,Isabela Martins,Eletrônicos,1279.92,BRL,1279.92
1669,2024-07-05,Diego Klein,Eletrônicos,2591.09,USD,14331.84
1670,2023-06-29,Rafael Henriques,Casa,4957.51,BRL,4957.51
1671,2023-12-13,Lucas Oliveira,Eletrônicos,4776.34,USD,23409.32
1672,2023-10-01,Diego Pereira,Moda,3296.75,BRL,3296.75
1674,2024-04-30,Bruno Almeida,Moda,3309.92,BRL,3309.92
1675,2024-08-12,Eduarda Carvalho,Livros,2186.42,BRL,2186.42
1676,2024-04-02,João Pereira,Casa,1578.58,BRL,1578.58
1677,2023-04-04,Bruno Barbosa,Eletrônicos,3421.06,USD,17166.54
1678,2024-08-02,João Carvalho,Casa,4005.25,BRL,4005.25
1679,2024-11-21,Paulo Martins,Livros,260.28,BRL,260.28
1680,2024-07-27,Carla Ribeiro,Livros,2980.06,BRL,2980.06
1681,2024-01-26,Carla Duarte,Esporte,878.60,BRL,878.60
1682,2023-12-11,Felipe Henriques,Livros,3644.73,BRL,3644.73
1683,2023-03-30,Sofia Almeida,Moda,2935.44,BRL,2935.44
1684,2023-08-09,Lucas Pereira,Casa,4874.98,BRL,4874.98
1685,2023-01-22,Henrique Queiroz,Eletrônicos,4595.94,BRL,4595.94
1686,2023-02-05,Rafael Henriques,Casa,2468.16,BRL,2468.16
1687,2024-11-20,Karina Nogueira,Moda,467.08,BRL,467.08
1688,2023-07-18,Eduarda Esteves,Livros,1144.02,BRL,1144.02
1689,2023-08-17,Vitória Barbosa,Livros,215.19,BRL,215.19
1691,2024-05-19,Gabriela Jesus,Esporte,4732.46,USD,24384.47
1692,2024-08-16,Bruno Henriques,Livros,284.82,BRL,284.82
1693,2023-07-15,Gabriela Duarte,Esporte,1847.90,BRL,1847.90
1694,2024-03-26,Rafael Martins,Eletrônicos,2710.38,BRL,2710.38
1697,2024-12-11,Henrique Ferreira,Esporte,4819.51,BRL,4819.51
1698,2024-10-26,Bruno Nogueira,Moda,4355.86,BRL,4355.86
1699,2023-01-01,Karina Ferreira,Livros,2837.97,BRL,2837.97
1700,2023-12-11,João Almeida,Esporte,1823.80,BRL,1823.80
1702,2023-07-29,Rafael Pereira,Moda,45.24,BRL,45.24
1703,2024-03-28,Eduarda Oliveira,Livros,3459.71,BRL,3459.71
1704,2024-09-23,Vitória Gomes,Livros,4747.99,BRL,4747.99
1705,2023-09-19,Gabriela Henriques,Esporte,4723.95,BRL,4723.95
1706,2024-03-29,João Pereira,Esporte,4882.81,BRL,4882.81
1707,2023-06-11,Bruno Esteves,Esporte,1961.42,BRL,1961.42
1708,2024-02-20,Felipe Duarte,Eletrônicos,2531.38,BRL,2531.38
1709,2024-08-24,Gabriela Queiroz,Livros,3291.53,BRL,3291.53
1710,2023-11-17,Sofia Oliveira,Eletrônicos,3942.58,USD,19411.29
1712,2023-12-29,Diego Santos,Casa,4045.10,BRL,4045.10
1713,2023-05-04,Tiago Henriques,Esporte,3978.05,BRL,3978.05
1714,2024-07-25,Lucas Almeida,Eletrônicos,1115.32,BRL,1115.32
1715,2023-08-07,Carla Queiroz,Esporte,1289.01,BRL,1289.01
1716,2023-03-02,Tiago Martins,Livros,606.83,USD,3170.44
1717,2023-08-24,Vitória Vasconcelos,Moda,2549.13,BRL,2549.13
1718,2024-03-16,Rafael Vasconcelos,Eletrônicos,3172.99,BRL,3172.99
1719,2023-02-20,Nuno Almeida,Livros,4451.08,BRL,4451.08
1720,2024-05-26,Isabela Barbosa,Esporte,1332.45,BRL,1332.45
1721,2023-02-05,Eduarda Pereira,Livros,3194.96,BRL,3194.96
1722,2024-09-25,João Vasconcelos,Livros,3378.22,BRL,3378.22
1723,2023-10-20,Rafael Nogueira,Casa,2919.98,BRL,2919.98
1724,2024-02-04,Sofia Nogueira,Moda,4706.37,BRL,4706.37
1728,2024-12-29,Vitória Carvalho,Esporte,562.64,BRL,562.64
1729,2023-09-29,Gabriela Pereira,Livros,1532.24,BRL,1532.24
1730,2024-11-28,Rafael Carvalho,Eletrônicos,769.77,BRL,769.77
1731,2023-12-07,Paulo Pereira,Casa,1516.16,BRL,1516.16
1732,2023-07-10,Karina Gomes,Eletrônicos,3790.21,BRL,3790.21
1733,2024-04-28,Isabela Pereira,Livros,659.73,USD,3390.29
1734,2023-11-17,Gabriela Nogueira,Esporte,1992.28,BRL,1992.28
1736,2024-09-19,Diego Duarte,Casa,4664.59,BRL,4664.59
1737,2023-10-29,Vitória Queiroz,Esporte,3141.29,BRL,3141.29
1738,2024-01-11,Eduarda Queiroz,Moda,655.05,BRL,655.05
1739,2024-07-24,Olívia Almeida,Moda,4393.43,BRL,4393.43
1741,2023-07-05,Sofia Esteves,Moda,2694.60,BRL,2694.60
1742,2023-01-12,Lucas Teixeira,Livros,2022.97,USD,10522.28
1743,2023-07-30,Rafael Jesus,Esporte,3994.90,BRL,3994.90
1745,2024-12-27,Isabela Ferreira,Moda,1058.41,BRL,1058.41
1746,2024-05-02,Tiago Gomes,Esporte,464.53,BRL,464.53
1747,2023-11-01,Paulo Esteves,Esporte,2041.63,BRL,2041.63
1749,2024-10-05,Vitória Teixeira,Casa,4611.31,BRL,4611.31
1750,2024-02-08,Felipe Gomes,Livros,2553.85,USD,12673.23
1751,2024-10-23,Olívia Vasconcelos,Livros,1554.73,BRL,1554.73
1752,2024-08-23,Karina Oliveira,Esporte,332.77,BRL,332.77
