order_id,order_date,customer,category,amount,reject_reason
2704,2023-13-26,Gabriela Esteves,Casa,"R$ 1.758,15",data inválida
2708,2024-07-24 10:30:00,Bruno Almeida  ,casa,n/a,valor inválido
2716,2023-13-30,Lucas Duarte,Moda,USD 1483.68,data inválida
0,2023-12-12,  Olívia Queiroz,Casa e Decoração,"3.745,63",order_id inválido
2726,  2023-10-06,"",Casa e Decoração,"1.067,25",cliente ausente
2727,2019-09-20,Mariana Gomes,esporte,"R$ 3.211,18",data fora do intervalo
2734,2024-04-27 10:30:00,Bruno Martins,diversos,"R$ 3.824,67",categoria desconhecida
  2471,May 23 2024,"",Casa e Decoração,$ 1210.30,order_id duplicado irreconciliável; cliente ausente
2321,05/06/2024,Nuno Gomes,eletro,"",order_id duplicado irreconciliável; valor ausente
1204,2024-06-21,  Rafael Jesus,MODA,"",order_id duplicado irreconciliável; valor ausente
  1714,25/07/2024,"",Eletrônicos,"1.115,32  ",order_id duplicado irreconciliável; cliente ausente
2764,2023-02-05,"",Casa,"1.787,03",cliente ausente
38,2024-07-30,"",Livros,"R$ 2.621,84",order_id duplicado irreconciliável; cliente ausente
1096,2024-05-17,Isabela Gomes,"","4.799,12",order_id duplicado irreconciliável
2782,2024-11-05,Sofia Barbosa  ,misc,"3.294,13",categoria desconhecida
2783,2023-11-18,Sofia Lopes,Eletrônicos,"-50,00",valor não positivo
1381,02/10/2024,"",Livros,"1.799,82",order_id duplicado irreconciliável; cliente ausente
2792,2023-11-30  ,Henrique Queiroz,Casa,n/a,valor inválido
1574,31/05/2023,Tiago Carvalho,"",$ 4499.59,order_id duplicado irreconciliável
429,2023-09-11,"",Esporte,USD 2363.40,order_id duplicado irreconciliável; cliente ausente
1509,2023-13-22,"",vestuario,"3.896,27  ",order_id duplicado irreconciliável; data inválida; cliente ausente
202,2024-05-25,Diego Queiroz,"",-,order_id duplicado irreconciliável; valor inválido
2799,24/08/2024,Eduarda Oliveira,outros,"3.057,47",categoria desconhecida
2808,27/04/2023,Karina Gomes,Eletrônicos,n/a,valor inválido
1399,2024-06-21,João Barbosa,Modas,"",order_id duplicado irreconciliável; valor ausente
2811,2023-06-15,Ana Ferreira,Casa,-,valor inválido
2820,Feb 12 2024,"",casa,"R$ 1.396,36",cliente ausente
2824,23/07/2023,Paulo Esteves,diversos,"R$ 143,44",categoria desconhecida
2829,20/03/2023,Bruno Esteves  ,Livros,"",valor ausente
2386,2024-06-25,Tiago Pereira,"","2.444,25",order_id duplicado irreconciliável
2835,07/04/2024,Bruno Santos,Eletrônicos,"",valor ausente
1666,2023-11-15 10:30:00,Felipe Henriques,"","993,08",order_id duplicado irreconciliável
648,2024-05-07,Bruno Klein,Eletrônicos,"",order_id duplicado irreconciliável; valor ausente
2841,2024-07-16,Carla Pereira,Moda,n/a,valor inválido
2849,19/09/2023,Ana Santos,misc,$  586.21,categoria desconhecida
2857,25/04/2023,Diego Esteves,outros,"",categoria desconhecida; valor ausente
2860,22/05/2024,Gabriela Esteves,Eletrônicos,"",valor ausente
2861,2023-10-15  ,"",Livros  ,"4.468,42",cliente ausente
2242,2024-04-21,  Mariana Teixeira,"",$ 3361.74,order_id duplicado irreconciliável
2879,2019-12-18,Karina Queiroz,Casa,  USD 1061.74,data fora do intervalo
976,27/08/2024,"",eletro  ,"R$ 1.096,54",order_id duplicado irreconciliável; cliente ausente
2883,2023-08-08,Rafael Barbosa,diversos,"276,30",categoria desconhecida
2889,2023-03-22,Rafael Jesus,outros,"R$ 3.351,99",categoria desconhecida
546,2024-10-24,"",livros,"R$ 1.937,15",order_id duplicado irreconciliável; cliente ausente
1065,2024-04-14,Mariana Klein,"","R$ 1.805,25",order_id duplicado irreconciliável
2906,2024-03-07,Nuno Carvalho,misc,$ 1770.04,categoria desconhecida
2908,2024-10-26,"",Livros,$ 3453.49,cliente ausente
2910,2024-02-17,  Karina Pereira,outros,"R$ 4.806,71",categoria desconhecida
2912,2019-12-22,Diego Ribeiro,LIVRO,"519,45",data fora do intervalo
2125,2024-03-28  ,Karina Santos,Esporte,"",order_id duplicado irreconciliável; valor ausente
2931,2023-10-02,Vitória Teixeira,Moda,"  0,00",valor não positivo
  523,2024-01-06,Paulo  Gomes,diversos,"",order_id duplicado irreconciliável; categoria desconhecida; valor ausente
2940,Aug 05 2023,"","","2.668,81",cliente ausente
2946,2023-03-21,"",Casa,n/a,cliente ausente; valor inválido
2948,26/11/2023,Ana Oliveira,Casa,"",valor ausente
2953,2023-07-02,João Barbosa,Livros,-  ,valor inválido
2954,2024-01-26,"",  Esporte,"R$ 4.776,98",cliente ausente
1711,15/02/2024,"",Esporte,"",order_id duplicado irreconciliável; cliente ausente; valor ausente
2958  ,2024-11-18,Paulo Barbosa,diversos,USD 3227.49,categoria desconhecida
2974,2024-03-04,Gabriela Vasconcelos,Casa e Decoração,"",valor ausente
2976,28/02/2023,Karina Henriques,misc,"R$ 104,91",categoria desconhecida
2982,2019-03-08,Felipe Esteves,LIVRO,"R$ 3.316,41",data fora do intervalo
2984,30/04/2023,Carla Queiroz,moda  ,"0,00",valor não positivo
2995,2023-13-27,Isabela Teixeira,  casa,"R$ 3.752,19",data inválida
284,  2023-06-24,"",moda  ,"R$ 3.846,99  ",order_id duplicado irreconciliável; cliente ausente
486,2023-03-18,"",Eletrônicos  ,"583,70",order_id duplicado irreconciliável; cliente ausente
3011,02/10/2023,Carla Jesus,ELETRONICOS,"0,00  ",valor não positivo
3018,2024-11-30,"",Moda,"2.418,44",cliente ausente
"",2023-06-24,Rafael Santos,Esportes,"3.871,67",order_id inválido
3023,2023-13-27,Felipe Ferreira,Esporte,USD 2467.72,data inválida
3035,2023-13-17,Eduarda Lopes,Moda,"",data inválida; valor ausente
3039,2024-09-03,"",Esporte,USD 179.03,cliente ausente
3040,2024-13-23,  Isabela Carvalho,Livros,"0,00",data inválida; valor não positivo
  3046,2024-13-07,Diego Esteves,Esporte,"3.311,00",data inválida
3047,2023-13-25,Paulo Oliveira,Esporte,$ 3688.39,data inválida
3054  ,2023-05-10,Karina Nogueira,diversos,"4.877,26",categoria desconhecida
3061,08/03/2024,Isabela Oliveira,misc,"3.898,90",categoria desconhecida
  3063,2024-09-17,Carla Barbosa,eletronicos,"",valor ausente
3069,Oct 25 2024,Rafael Nogueira,misc,"4.218,71",categoria desconhecida
3072,2023-10-22,Carla Esteves,Eletrônicos,"",valor ausente
0,2023-07-10,Paulo Queiroz,"",USD 3218.42,order_id inválido
3074,2023-04-01,"",Livros,USD 1097.90,cliente ausente
ORD-1023,2024-06-12,Eduarda Henriques,Esporte,"955,53",order_id inválido
3079,2023-10-10 10:30:00,Gabriela Gomes,diversos,USD 2912.37,categoria desconhecida
3086,2024-12-28,Sofia Pereira,Esportes,n/a  ,valor inválido
659,Aug 04 2023,Eduarda Lopes,"","802,28",order_id duplicado irreconciliável
74,03/06/2023,"",Casa,"2.982,67",order_id duplicado irreconciliável; cliente ausente
3098,2024-13-05,Rafael Gomes,Casa,"150,68",data inválida
3106,2023-06-08,Gabriela Barbosa,Casa,n/a,valor inválido
2041,13/10/2023,"",esporte,"R$ 3.756,22",order_id duplicado irreconciliável; cliente ausente
3114,2023-03-15,"",  Livros,"663,71",cliente ausente
3116,2023-10-17  ,Felipe Carvalho,Casa,-,valor inválido
771,2023-12-01  ,Paulo Ribeiro,"","3.311,13",order_id duplicado irreconciliável
3148,2024-13-14,Rafael Jesus  ,Moda,"209,30",data inválida
98,2023-12-11,Rafael Santos,esporte  ,"",order_id duplicado irreconciliável; valor ausente
1494,15/09/2024,Mariana Jesus,"","R$ 3.232,28",order_id duplicado irreconciliável
3177,2023-09-26,Olívia Almeida,casa,"0,00",valor não positivo
3186,2019-01-16,Carla Jesus,vestuario,"R$ 3.059,30",data fora do intervalo
1548,2024-02-27 10:30:00,Isabela Oliveira,Moda,"",order_id duplicado irreconciliável; valor ausente
3189,13/02/2024,Olívia Jesus,outros,"206,27",categoria desconhecida
2003,2023-10-02,Henrique Nogueira,Livros,"",order_id duplicado irreconciliável; valor ausente
  3194,2024-13-23,Lucas Lopes,Moda,"R$ 2.990,89",data inválida
1880,2024-09-09,Paulo Klein,Casa,"",order_id duplicado irreconciliável; valor ausente
982,2023-09-17,"",Livros,"52,24",order_id duplicado irreconciliável; cliente ausente
474,2023-05-03,Diego Queiroz,ESPORTE,"",order_id duplicado irreconciliável; valor ausente
3235,2019-05-27,Ana Nogueira,Esporte,$  2507.33,data fora do intervalo
3239,2024-13-25,Olívia Klein  ,"","4.284,92",data inválida
297  ,23/09/2024,Karina Gomes,"",USD 4014.88,order_id duplicado irreconciliável
3249,  2024-13-06,Nuno Carvalho,Eletrônicos,"R$ 2.497,22",data inválida
3275,2019-05-09,Lucas Jesus,Esporte,"  4.526,11",data fora do intervalo
3276,2023-03-25,Karina Esteves,Eletrônicos,-,valor inválido
3277,2023-04-22,Felipe  Barbosa,MODA,-,valor inválido
1185  ,2023-03-25,"",Esporte,"3.387,03",order_id duplicado irreconciliável; cliente ausente
3288,2023-07-20,Nuno Lopes,misc  ,"R$ 348,65  ",categoria desconhecida
3298,2023-02-17,Rafael  Queiroz,misc,"866,03",categoria desconhecida
3301  ,2023-06-19,  Isabela Teixeira,Casa,"",valor ausente
3302,12/10/2023,Paulo Gomes,diversos,"R$ 4.743,30",categoria desconhecida
3322,2024-13-18,João Esteves,  Esporte,"R$ 4.838,05",data inválida
1010,Jan 26 2024,Ana Queiroz,livraria,"",order_id duplicado irreconciliável; valor ausente
267,Sep 01 2024,Bruno Teixeira,"","2.182,35",order_id duplicado irreconciliável
3334,2024-01-02,Tiago  Lopes,diversos,"R$ 4.811,49",categoria desconhecida
1632,2023-10-28,Rafael Jesus,"",USD 4591.05,order_id duplicado irreconciliável
3356,2024-01-02,Felipe Vasconcelos,Livros,n/a,valor inválido
3359,2024-13-03,Gabriela Esteves,Casa,"648,57",data inválida
3374,2023-04-02,Carla Teixeira,casa,"",valor ausente
3388,Dec 14 2024,Nuno Barbosa,Casa  ,"-50,00",valor não positivo
2069,2023-10-01,Eduarda Gomes,Esporte,"",order_id duplicado irreconciliável; valor ausente
ORD-1023,2023-03-22  10:30:00,Vitória Gomes,  Casa,"",order_id inválido; valor ausente
3396,  2024-04-17,Olívia Martins,Casa,n/a,valor inválido
3401,2024-10-26,Vitória Santos,Livros,-,valor inválido
3409,2024-08-24,Lucas Almeida,Casa e Decoração,"",valor ausente
3424,2023-09-16,Nuno Gomes,Modas,n/a,valor inválido
3425,2023-01-12,Lucas Teixeira,livros,-,valor inválido
3428,2019-04-05,Paulo Barbosa,ELETRONICOS,"R$ 103,83",data fora do intervalo
ORD-1023,2023-02-25,Henrique Nogueira,"","R$ 3.611,43",order_id inválido
3433,05/04/2023  ,"",Esporte,"4.068,25",cliente ausente
3440,  2024-13-03,Bruno Duarte,Livros,"2.712,08",data inválida
3442,2023-13-19,João Gomes,"","2.278,94",data inválida
"",24/10/2024,Bruno Santos,Eletrônicos,"306,24",order_id inválido
3462,2023-13-11,Ana Nogueira,Casa,"458,81",data inválida
3468,27/06/2023,"",Livros,$ 3206.19,cliente ausente
3471  ,2024-02-03,"",eletronicos,"R$ 1.080,71",cliente ausente
3472,2024-13-09,  Vitória Barbosa,Eletrônico,USD 745.87,data inválida
822,24/04/2023,Ana Oliveira,"","R$ 633,54",order_id duplicado irreconciliável
  3485,29/06/2024,Bruno Ribeiro,Moda,n/a,valor inválido
0,05/10/2024,Vitória Ferreira  ,Livros,"1.592,46",order_id inválido
1961,25/06/2024,"",Moda,USD  4789.18,order_id duplicado irreconciliável; cliente ausente
3502  ,2023-05-31,Rafael Nogueira,ESPORTE,"",valor ausente
3508,Nov 19 2023,João Henriques,Moda,"0,00",valor não positivo
3516,2024-05-28,Carla Teixeira,Eletrônicos,-,valor inválido
1576,09/07/2024  ,Diego Duarte,"","R$ 2.607,72",order_id duplicado irreconciliável
404,2024-08-08  ,Rafael Esteves,Casa,"",order_id duplicado irreconciliável; valor ausente
1805,2023-09-01,"",Casa,"283,47",order_id duplicado irreconciliável; cliente ausente
2124,2024-03-28  ,"",Moda,"R$ 1.202,94",order_id duplicado irreconciliável; cliente ausente
3536,04/05/2023,Mariana Martins,outros,"R$ 3.543,52",categoria desconhecida
529,14/11/2024,Nuno Gomes,Livros,"",order_id duplicado irreconciliável; valor ausente
1054  ,2023-04-09,"",Casa,"4.496,83",order_id duplicado irreconciliável; cliente ausente
3543,2024-08-18,"",Esportes,"R$ 323,62",cliente ausente
413,2023-10-14,Gabriela Vasconcelos,Casa,"",order_id duplicado irreconciliável; valor ausente
3546,2023-09-24,Nuno Martins,Casa,-,valor inválido
1777,2023-10-23,Henrique Queiroz,Esportes,"",order_id duplicado irreconciliável; valor ausente
3560,2023-11-09,Felipe Nogueira,misc,"R$ 766,51",categoria desconhecida
542  ,12/08/2024,Olívia Klein,livraria,"",order_id duplicado irreconciliável; valor ausente
1211,2024-04-15,João Ferreira,"","R$ 3.902,26",order_id duplicado irreconciliável
3572,2024-13-30,Isabela Oliveira,  Esporte,"1.886,38  ",data inválida
"",2023-02-11,Rafael Ribeiro,Esporte,"R$ 2.824,16",order_id inválido
3574,2023-08-06 10:30:00,Rafael Vasconcelos,Moda,"",valor ausente
3581,2019-10-19,Olívia Santos,Moda,"3.393,62",data fora do intervalo
ORD-1023,2023-07-23,"",eletronicos,"R$ 2.631,81",order_id inválido; cliente ausente
1112,10/01/2023,  Felipe Gomes,Livros,"",order_id duplicado irreconciliável; valor ausente
3607,2024-09-30,Tiago Santos,MODA,"",valor ausente
2456,Jun 19 2024,  Mariana Duarte,"","R$ 1.641,55",order_id duplicado irreconciliável
3622,20/12/2023,Vitória Queiroz,Casa,"",valor ausente
1425,19/03/2024  ,Carla Jesus,"","4.757,00",order_id duplicado irreconciliável
302,Mar  21 2024,Lucas Carvalho,Esporte,"",order_id duplicado irreconciliável; valor ausente
3630,16/03/2024,"",Casa,"R$ 1.500,66",cliente ausente
3632,2024-12-20,"",Moda,"R$ 4.136,92",cliente ausente
  353,  2023-01-14,Paulo Duarte,"",USD 2014.65,order_id duplicado irreconciliável
417,02/08/2024,Vitória Teixeira,esporte,"",order_id duplicado irreconciliável; valor ausente
3647,2023-13-18,Paulo Oliveira,Esporte,"R$ 929,43",data inválida
3654,2019-03-19  ,Karina Klein,Eletrônicos,$ 1806.19,data fora do intervalo
2108,2023-03-29,"",Modas,USD 2742.45,order_id duplicado irreconciliável; cliente ausente
3662,10/11/2024,Tiago Lopes  ,  Esporte,n/a,valor inválido
1802,2024-12-05,"",Moda,"1.171,80",order_id duplicado irreconciliável; cliente ausente
3675,  Dec 14 2024,"",Eletrônicos  ,"3.678,23",cliente ausente
  3684,2023-05-27,"",Esporte,"R$ 768,13  ",cliente ausente
301,04/03/2023,"",Eletrônicos,"1.471,32",order_id duplicado irreconciliável; cliente ausente
3692,22/04/2024,Paulo Oliveira,diversos,"R$ 299,25",categoria desconhecida
3705,2019-12-16,Carla Esteves,Casa,"R$ 1.549,78",data fora do intervalo
3709  ,2019-12-20,Eduarda Teixeira,Livros,"R$ 2.978,42",data fora do intervalo
2342,21/12/2023,Sofia Queiroz,moda,"",order_id duplicado irreconciliável; valor ausente
3716,2024-01-12 10:30:00,Olívia  Ferreira,diversos,"2.086,29",categoria desconhecida
3722,2023-01-13,Paulo Carvalho,diversos,"3.452,13",categoria desconhecida
3729,Oct 04 2023,Tiago Duarte,Esporte,  n/a,valor inválido
1367,2024-07-16  ,Sofia Martins,"","R$ 4.706,18",order_id duplicado irreconciliável
3739,2023-01-23,Felipe Esteves,Livros,"",valor ausente
3740,2023-13-25,Eduarda Klein,Esporte,$ 129.40,data inválida
ORD-1023,2023-04-08,Lucas Jesus,casa_decoracao,"3.169,92",order_id inválido
3744,2024-13-03,Diego Ferreira,"",USD 4319.00,data inválida
3746  ,2024-02-22,"",livraria,"R$ 1.537,91",cliente ausente
1084,15/10/2024,Rafael Ribeiro,Livros,"",order_id duplicado irreconciliável; valor ausente
  3750,22/11/2024,Ana Barbosa,moda,n/a,valor inválido
737,2024-06-26,Lucas Esteves,"","4.723,04",order_id duplicado irreconciliável
76,2024-11-08,"",MODA,USD 1833.78,order_id duplicado irreconciliável; cliente ausente
473,2023-02-04,"",Esporte,"3.464,42",order_id duplicado irreconciliável; cliente ausente
3777,2024-13-22,Diego Nogueira,Moda,"  2.389,90",data inválida
3787,2024-08-16 10:30:00,"",Moda,"R$ 1.152,33",cliente ausente
3788,13/07/2023,Nuno Martins,misc,"",categoria desconhecida; valor ausente
3794,07/12/2023,Ana Duarte,Esporte,"-50,00",valor não positivo
3811,  14/12/2024,Carla Jesus,misc,"  R$ 4.092,04",categoria desconhecida
3814,Feb 22 2023,Nuno Santos,Moda  ,"",valor ausente
892,2024-12-07,Henrique Oliveira,Livros,"",order_id duplicado irreconciliável; valor ausente
3832,2024-13-18,Lucas Esteves,Casa,"2.280,87",data inválida
ORD-1023,2024-10-13,Henrique Almeida,ELETRONICOS,"R$ 3.674,59",order_id inválido
3854,24/08/2023,"",esporte,"3.207,56",cliente ausente
3863,2019-04-27,Vitória Oliveira,Livros,"",data fora do intervalo; valor ausente
3897,19/01/2023,Carla Teixeira,Livros,"",valor ausente
3898,Jul 07 2024,"",moda,"",cliente ausente; valor ausente
3913,2024-05-20 10:30:00,Carla Pereira,Esporte,-  ,valor inválido
  3916,2024-05-15,"",Esporte,"R$ 1.138,91",cliente ausente
465,19/04/2023,"",Casa,"R$ 1.302,66",order_id duplicado irreconciliável; cliente ausente
3946,2023-13-08,Rafael Lopes,Esporte,USD 1848.58,data inválida
  3947,2023-11-08,Lucas Vasconcelos,Esporte,"",valor ausente
3948,2023-06-30 10:30:00,Mariana Duarte,Eletrônico,"",valor ausente
3952,15/12/2024,João Queiroz,Eletrônicos,"",valor ausente
3960,24/03/2024,Isabela Oliveira,misc,"1.285,84",categoria desconhecida
3965,2024-03-19,Mariana Henriques  ,Eletrônicos,"",valor ausente
2437,21/11/2024,Olívia Queiroz,"","1.937,73  ",order_id duplicado irreconciliável
3981,23/07/2023,"",Moda,"1.448,01",cliente ausente
3982,  2019-12-30,Mariana Pereira,Eletrônicos,"3.540,95",data fora do intervalo
3985,2023-12-06,Paulo Teixeira,Moda,"",valor ausente
3987,2023-02-23,"","","4.957,99",cliente ausente
607,2024-07-13 10:30:00,Olívia Henriques,  Eletrônicos,"",order_id duplicado irreconciliável; valor ausente
4007,2024-03-25,Olívia Ferreira,Livros,n/a  ,valor inválido
ORD-1023,2023-01-30,João Nogueira,Casa e Decoração,"2.746,18",order_id inválido
4018  ,2023-13-20,Paulo Almeida,Casa,"R$ 537,35",data inválida
1627  ,14/03/2023,Isabela Oliveira,Esporte,"",order_id duplicado irreconciliável; valor ausente
ORD-1023,2023-01-06,Lucas Almeida,  casa_decoracao,"R$ 2.456,09",order_id inválido
4031,  2023-08-16 10:30:00,"",Livros,"2.409,25",cliente ausente
"",2024-01-23,Tiago Barbosa,"",$ 2920.40,order_id inválido
1515,2024-12-21,Ana Carvalho,"","2.003,32",order_id duplicado irreconciliável
4046,2023-13-22,Karina Carvalho,Eletrônicos,"4.163,99",data inválida
4048,2024-13-28,Isabela Queiroz  ,  Esporte,"R$ 437,66",data inválida
4049  ,Sep 30 2024,"",Esporte  ,"3.494,23",cliente ausente
4053,  2023-13-19,Bruno Vasconcelos,Casa,$ 2956.94,data inválida
1686,05/02/2023,"",Casa,"R$ 2.468,16",order_id duplicado irreconciliável; cliente ausente
4057  ,2023-04-07,João Pereira,misc,"R$ 4.567,14",categoria desconhecida
1473,08/03/2023,Lucas Martins,"",USD 1547.58,order_id duplicado irreconciliável
4063,  2019-01-26,Diego Ferreira,esporte,"2.542,28",data fora do intervalo
4073,2023-04-06,Mariana Teixeira,misc,"1.229,92",categoria desconhecida
57,2024-03-05 10:30:00,Eduarda Oliveira,Livros,"",order_id duplicado irreconciliável; valor ausente
4085,2024-09-09,"",Esporte,"3.040,18",cliente ausente
1211,2024-04-15,"",Casa e Decoração,"R$ 3.902,26",order_id duplicado irreconciliável; cliente ausente
4097,2023-02-15,Sofia Carvalho,outros,"1.547,48",categoria desconhecida
1263,2023-08-19,Gabriela Lopes  ,"","3.833,60  ",order_id duplicado irreconciliável
4100,2023-07-23,"",outros,"2.384,08",cliente ausente; categoria desconhecida
4101,17/07/2024,Rafael Henriques,Eletrônicos,"0,00",valor não positivo
391,22/01/2023,"",Moda,"4.609,31",order_id duplicado irreconciliável; cliente ausente
4119,Nov 28 2023,"",Eletrônicos,"4.479,21",cliente ausente
4127,2023-03-02,"","","3.541,99",cliente ausente
1121,2024-03-12,"",Moda,USD 3621.81,order_id duplicado irreconciliável; cliente ausente
4137,05/12/2024,Ana Duarte,Casa,n/a,valor inválido
4138,10/08/2023,Olívia Esteves,misc,$ 3233.13,categoria desconhecida
4141,2024-13-15,Diego Martins,Casa,"813,82",data inválida
779,Jan 25 2024,Isabela Gomes,Livros,"",order_id duplicado irreconciliável; valor ausente
1733,2024-04-28,"",Livros,USD  659.73,order_id duplicado irreconciliável; cliente ausente
1040,2024-05-12 10:30:00,Gabriela Pereira,Eletrônicos,"",order_id duplicado irreconciliável; valor ausente
4154,2023-07-10,Isabela Vasconcelos,misc,"R$ 729,88  ",categoria desconhecida
1759,30/09/2023,"",MODA,"3.922,47",order_id duplicado irreconciliável; cliente ausente
4168,10/08/2024,Henrique Esteves,casa_decoracao,n/a,valor inválido
4169,2019-07-20  ,Eduarda Oliveira,livros,"1.510,22",data fora do intervalo
4179,2023-11-17  ,"",Livros,"4.559,34",cliente ausente
"",2023-08-05,Ana Ferreira,  Eletrônicos,"3.506,47  ",order_id inválido
50,2024-08-02,Felipe Ferreira,"","R$ 4.564,97",order_id duplicado irreconciliável
4195,Jan 21 2024  ,Mariana Henriques,Esporte,"0,00",valor não positivo
4196,07/05/2023,Carla Vasconcelos,vestuario,-,valor inválido
1123,2023-07-01,"",Casa,$ 458.62,order_id duplicado irreconciliável; cliente ausente
4208,2024-13-16,Gabriela Teixeira,Moda,"R$ 302,33",data inválida
1756,2024-09-30,Ana Henriques,casa,"",order_id duplicado irreconciliável; valor ausente
1718,2024-03-16,"",Eletrônicos,"3.172,99",order_id duplicado irreconciliável; cliente ausente
4211,Apr 09 2023,Vitória Vasconcelos,livraria,-,valor inválido
4223,Jun 30 2023,Mariana Ribeiro,Eletrônicos,"0,00",valor não positivo
4237,Oct 03 2024,Karina Duarte,Esporte,-,valor inválido
1144  ,2024-05-27,"",  Livros,"R$ 3.328,91",order_id duplicado irreconciliável; cliente ausente
4251,2024-11-03,Tiago Nogueira,outros,"R$ 4.955,88",categoria desconhecida
4277,  2019-12-15,Olívia Carvalho,diversos,"R$ 3.245,81",data fora do intervalo; categoria desconhecida
1455,  2023-05-06,Lucas Carvalho,"","4.978,33",order_id duplicado irreconciliável
4282,2023-01-31,Rafael Oliveira,ESPORTE,"",valor ausente
516,2024-02-05,"",esporte,n/a,order_id duplicado irreconciliável; cliente ausente; valor inválido
4300,2023-06-10,Carla Queiroz,Esporte,"",valor ausente
2307,02/05/2023,Olívia Carvalho,Casa e Decoração,"",order_id duplicado irreconciliável; valor ausente
4312,2024-01-22,Tiago Duarte,diversos,"2.223,97",categoria desconhecida
4313,2019-09-10,Carla Vasconcelos,Esportes  ,"R$ 812,89",data fora do intervalo
4326,2024-13-18,Nuno Duarte,Moda,"R$ 3.501,45",data inválida
310,29/06/2024,"",Esporte,"",order_id duplicado irreconciliável; cliente ausente; valor ausente
2074,2023-01-15,"",Esporte,"",order_id duplicado irreconciliável; cliente ausente; valor ausente
931,2023-02-02,João Jesus,"","334,48",order_id duplicado irreconciliável
512,2023-05-24,"",Casa,$ 573.91,order_id duplicado irreconciliável; cliente ausente
1067  ,2024-11-26,Mariana Nogueira,Esporte,"",order_id duplicado irreconciliável; valor ausente
515  ,2023-08-05  ,João Gomes  ,"","2.826,81",order_id duplicado irreconciliável
4349,2024-01-05,Bruno Queiroz,Eletrônicos,-,valor inválido
4353,22/12/2024,Carla Santos,misc,"  2.823,29",categoria desconhecida
4354,22/07/2024,Karina  Carvalho,Casa,n/a,valor inválido
1362,22/12/2023,Henrique Carvalho,"","3.377,52",order_id duplicado irreconciliável
4366,2023-13-31,Rafael Esteves,Casa,"R$ 2.568,24",data inválida
4376,2024-13-27,Henrique Ribeiro,Livros,"R$ 2.578,29",data inválida
  1053,2024-10-29,"",eletro,$ 3446.46,order_id duplicado irreconciliável; cliente ausente
4385,10/02/2023,Sofia Santos,misc,USD 4801.17,categoria desconhecida
2166,2024-11-29,"",casa,"4.564,25",order_id duplicado irreconciliável; cliente ausente
4387,2023-02-02,Lucas Carvalho,moda  ,"-50,00",valor não positivo
191,2023-04-01,Nuno Oliveira,Livros,"",order_id duplicado irreconciliável; valor ausente
4391,2023-13-22,Rafael Nogueira  ,vestuario  ,"2.170,53",data inválida
4397,  2024-13-20,João Martins,Eletrônicos,"-50,00",data inválida; valor não positivo
392,2024-10-30 10:30:00,"",Casa,"R$ 882,73",order_id duplicado irreconciliável; cliente ausente
4417,2024-13-24  ,Carla Pereira,Livros,"R$ 679,85",data inválida
1649,2024-11-02,Felipe Ribeiro,"","2.168,35",order_id duplicado irreconciliável
4428,09/08/2024,"",outros,"4.533,69",cliente ausente; categoria desconhecida
381,2024-12-25,Olívia Jesus,Eletrônicos,"",order_id duplicado irreconciliável; valor ausente
4446,2019-02-22,Bruno Ferreira,casa_decoracao,"3.467,74",data fora do intervalo
587,2023-06-03,"",Casa,"R$ 2.915,18",order_id duplicado irreconciliável; cliente ausente
259,2023-09-27,"",Esporte,USD 4286.14,order_id duplicado irreconciliável; cliente ausente
4471,2023-01-26,Bruno Almeida,outros,"R$ 3.237,64",categoria desconhecida
4472,2023-13-21,Sofia Jesus,casa,"4.554,46",data inválida
4478,2024-08-31,Bruno Martins,diversos,$ 4333.26  ,categoria desconhecida
4506,2019-05-24,Rafael Gomes,Moda,$ 1709.48,data fora do intervalo
4507,2023-04-25,Nuno Lopes,diversos,"288,91",categoria desconhecida
4510,2023-13-19,Mariana Duarte,ELETRONICOS,"  4.531,42",data inválida
4512,2023-12-24,Carla Carvalho,Moda,"",valor ausente
4518,2024-09-29,Paulo Santos,outros,"3.790,44  ",categoria desconhecida
1369,2024-10-15,Olívia Santos,"",$ 1179.60,order_id duplicado irreconciliável
1596,Dec 03 2023,"",Livros,"R$ 4.414,03",order_id duplicado irreconciliável; cliente ausente
1578,2023-01-24,Gabriela Lopes,"","",order_id duplicado irreconciliável; valor ausente
4567,Apr 23 2023,Vitória Nogueira,LIVRO,"",valor ausente
4575,2023-03-03,Karina Henriques,Moda,"",valor ausente
4596,2019-10-05,Diego Duarte,casa_decoracao,"R$ 3.779,51",data fora do intervalo
4601,Jan 27 2024  ,Eduarda Klein,diversos,"4.139,67",categoria desconhecida
458,2023-05-27,Gabriela Nogueira,"",USD 367.65,order_id duplicado irreconciliável
4615,2024-13-05,Diego Ribeiro  ,Livros,"276,79",data inválida
"",2023-08-05,Henrique Vasconcelos,casa_decoracao,USD  4117.72,order_id inválido
4644,Jun 06 2024,Bruno Esteves,Eletrônicos,"-50,00",valor não positivo
1237,2023-02-05  ,Karina Ferreira,"","3.208,08",order_id duplicado irreconciliável
0,  Apr 03 2024,Paulo  Santos,Esporte,USD 2204.35,order_id inválido
"",2023-08-06,Carla Queiroz,"","",order_id inválido; valor ausente
4655,2024-03-31,Mariana Queiroz,Eletrônicos,"",valor ausente
4673,2024-06-04,Nuno Santos,Casa,"",valor ausente
4691,2024-13-27,Mariana Ribeiro,LIVRO,"2.579,66",data inválida
4698,Jan 20 2023,"",Esporte,"R$  3.389,57",cliente ausente
