order_id,order_date,customer,category,amount
1170,2023-06-26,Lucas Almeida,ESPORTE,"2.040,10"
1171,03/04/2023,Felipe Ferreira,casa_decoracao,"3.943,73"
1172,2023-12-17,Bruno Teixeira,vestuario,"R$ 113,32"
1173,2023-06-14,Olívia Carvalho,esporte,"125,79"
1174,26/02/2023,Nuno Esteves,Moda,"R$ 93,22"
1175  ,2023-04-24,Gabriela Oliveira,ESPORTE,"R$ 703,12"
1176,2024-02-02,Paulo Oliveira,Eletrônicos,"R$ 3.029,29"
1177,2024-07-17,Carla Queiroz,Esportes,USD 859.87
1178,2023-12-10,Rafael Nogueira,Livros,USD 4372.36
1179,27/06/2023,Nuno Jesus,Eletrônicos,""
1180,2023-06-28 10:30:00,Isabela Henriques,Esporte,$ 3908.64
1181,2024-04-11,Rafael Jesus,livraria,"2.267,33"
1182,2023-08-28,Carla Martins,Eletrônicos,"2.864,23"
1183,2024-04-10,Sofia Nogueira,"","R$ 3.768,66"
1184,2023-08-05,Paulo Pereira,Eletrônicos,"4.524,81"
1185  ,2023-03-25,Rafael Pereira,Esporte,"3.387,03"
1186,2024-09-24,Rafael Queiroz,Eletrônicos,"R$ 1.626,42"
1187,28/07/2024,Carla Santos,LIVRO,"R$ 3.816,65"
1188,2023-07-01,Rafael Vasconcelos,Esporte,"R$ 2.817,42"
1189,Jan 07 2023,João Vasconcelos,Livros,"3.482,65"
1190,17/10/2024,Ana Duarte,Esporte  ,$ 1913.86
1191,2023-10-06 10:30:00,Rafael Jesus,Moda,"3.474,09"
1192,2024-10-18,Henrique Duarte,Esporte,"R$ 277,84"
1193,  2023-12-03,"",eletronicos,"R$ 2.072,62"
1194,Mar 09 2023,Mariana Esteves,Esporte,"  3.855,77"
1195,14/12/2023,Felipe Pereira,eletronicos,"579,22"
1196,2023-05-17,Henrique Vasconcelos,Eletrônicos,"2.117,49"
1197,09/12/2023,Paulo Almeida,  Eletrônicos,"R$ 3.294,90"
1198,2024-01-08,Felipe Santos,Esporte,"312,66"
1199,  07/12/2024,Lucas Martins,livros,"3.952,26"
1200,2023-05-31,Tiago Pereira  ,Moda,"2.066,88"
1201,2023-10-18,Eduarda Martins,Esporte,"R$ 3.338,85"
1202,2023-05-12,"",Eletrônicos,"R$ 2.052,28"
1203,25/08/2024,Vitória Santos,Casa,"2.010,63"
1204,2024-06-21,  Rafael Jesus,MODA,"4.879,74"
1205,2024-12-16 10:30:00,Mariana Esteves  ,  Eletrônicos,"R$ 1.149,30"
1206,2024-10-12,Paulo Esteves,misc,"R$ 4.166,61"
1207,2024-10-26 10:30:00,Rafael Ferreira,vestuario,"R$ 4.712,25"
1208,12/07/2024,Bruno  Martins,Moda,"1.244,78"
1209,29/10/2024,João Almeida,Casa,$ 1142.88  
1210,2023-06-23,Lucas Barbosa,Eletrônicos,USD 243.90
1211,2024-04-15,João Ferreira,Casa e Decoração,"R$ 3.902,26"
1212,Jan  06 2023,Paulo Oliveira,Esportes,"3.445,83"
1213,2023-12-27,Isabela Barbosa,Eletrônicos,USD 1744.25
1214,16/11/2024,Vitória Duarte,Eletrônicos,USD 1439.22
1215,2023-13-12,Sofia Esteves,esporte,"818,14"
1216,2024-12-11,Olívia Santos,Moda,"470,72"
1217,2023-07-24,Gabriela Vasconcelos,casa,"285,89"
1218,2024-11-26  ,Vitória Vasconcelos,Casa,"R$ 4.282,80"
1219,04/09/2023,Diego Duarte,LIVRO,"R$ 811,24"
1220,2024-05-06,Bruno Santos,Moda,$ 3757.79
1221,01/02/2024,Eduarda Oliveira,Casa,"1.828,82"
1222,2024-04-04,"",  Esporte,"R$ 1.978,53"
1223,24/10/2024,Isabela Almeida,esporte,"R$ 4.941,42"
1224,16/04/2024,Tiago Pereira  ,casa,"R$ 4.845,52"
1225,2023-11-26,Isabela Teixeira,Eletrônicos,"R$ 1.421,60"
1226,2024-10-06,Gabriela Klein,Casa,"4.336,56"
1227,  2024-02-23,Nuno Esteves,livros,"R$ 787,99"
1228,2023-07-23,Carla Pereira,Eletrônicos,"288,61"
1229,2024-08-03,Mariana Jesus,casa_decoracao,"R$ 4.936,83"
1230,28/06/2024,João Nogueira,Livros,"R$ 989,87"
0,2023-07-10,Paulo Queiroz,Eletrônicos,USD 3218.42
1232,10/09/2024,Gabriela Esteves,livros,"R$ 683,97"
1233,22/09/2023,Paulo Henriques,Modas,$ 1206.41
1234,2023-10-13,Gabriela Klein  ,Eletrônicos,"65,17"
1235,Mar 29 2024,Tiago Vasconcelos,Moda,$ 3588.03
1236,04/06/2023,Paulo Pereira,moda  ,"R$  3.504,49"
1237,2023-02-05  ,Karina Ferreira,Casa e Decoração,"3.208,08"
1238,02/06/2024,Olívia Oliveira,Esporte,"816,06"
1239,18/02/2024,Isabela Oliveira,Casa,"R$ 3.234,85"
1240,26/12/2024,Vitória Carvalho,Esporte,"R$ 1.588,29"
1241,  2023-08-10,Henrique Teixeira,livros,"3.524,63"
1242,2024-12-17,Olívia Oliveira,MODA,"R$ 3.521,20"
1243,13/12/2024,Rafael  Ribeiro,vestuario,"R$ 4.862,23"
1244,2023-11-10,Tiago Vasconcelos,Casa,"R$ 2.152,85"
1245,Mar 31 2024  ,Mariana Duarte,misc,"R$ 2.097,09"
1246,2023-12-05 10:30:00  ,Rafael Nogueira,Casa,"R$ 877,04"
1247,2023-05-16,Bruno Martins,Livros,USD 4460.13
  1248,26/07/2023,Nuno Santos,Eletrônicos,"R$ 2.359,84"
1249,2023-08-06,Nuno Barbosa  ,Casa,"1.131,93  "
1250,02/05/2024  ,Tiago Queiroz,Casa,"R$ 1.064,24"
1251,18/05/2024,Rafael Almeida,Livros,"3.389,91"
0,  04/10/2023,Bruno Henriques,Casa,"R$ 1.673,58"
1253,2024-04-15,Sofia Oliveira,Esporte,"351,97"
1254,13/05/2023,Karina Ribeiro,Esporte,"812,44"
1255,14/10/2023,Nuno Queiroz,  Esportes,USD 2025.76
1256,Apr 03 2023,Rafael Esteves,Moda,"R$ 2.823,76"
1257  ,2024-10-31,Olívia Vasconcelos,esporte,"3.402,25"
1258,2024-07-19,Olívia Pereira,Casa e Decoração,"1.028,29  "
1259,2023-03-09,Carla Lopes,Eletrônicos,"3.049,80"
1260,2023-01-24,Ana Queiroz,vestuario,"4.678,62"
1261,  2024-10-21,Diego  Ribeiro,Eletrônicos,"1.951,91"
1262,2024-02-01,Henrique Henriques,Esporte,"R$ 3.044,56"
1263,2023-08-19,Gabriela Lopes  ,LIVRO,"3.833,60  "
1264  ,Jan 02 2024,Carla Ribeiro,  Esporte,"R$ 3.559,58"
1265,2023-02-22,Diego Esteves,Casa,"R$ 2.230,47"
1266,2024-04-06,Sofia Barbosa,Modas,"1.798,24"
1267,09/03/2024,Nuno  Klein,Eletrônicos,"2.408,70"
1268,2024-12-21,Olívia Henriques,Livros,"207,84"
1269,2023-11-04,Lucas Carvalho,Casa,"R$ 139,23"
1270,2024-10-09,Sofia Klein,livraria,$ 34.53
1271,2023-04-12 10:30:00,  João Jesus,Livros,"R$ 4.089,31"
1272,2024-11-11,Henrique Gomes,Eletrônicos,"  1.752,03"
1273,2023-05-07,Mariana Oliveira,Eletrônico,"1.403,52"
1274,2024-08-25,  Carla Gomes,Livros,"R$ 3.092,99"
1275,2023-01-28,Gabriela  Henriques,Casa e Decoração,"R$ 2.182,23"
1276,2024-08-04,Lucas  Nogueira,  Casa,"R$ 2.439,58"
1277,Jul 14 2024,Felipe Lopes,Moda,"1.456,61"
1278,2023-09-04,Carla Jesus  ,Casa,$ 3438.74
1279,2023-11-21,Eduarda Almeida,Esporte,"R$  2.188,03"
  1280,2023-09-07,Gabriela Teixeira,Eletrônicos,"R$  2.683,02"
1281,24/11/2023,Eduarda Lopes,Eletrônicos,"R$ 730,86"
1282,20/07/2023,"",diversos,"2.520,42"
1283,May 22 2023,Diego Duarte  ,vestuario,$ 395.26
1284  ,2023-05-12,Eduarda  Jesus,outros,"669,63"
1285,2023-08-01,João Gomes,ELETRONICOS,"R$ 4.776,72"
1286,2023-08-10,Rafael Nogueira,Casa,USD 1332.93
1287,2024-04-09,Paulo Henriques,Esporte,$ 2369.53
1288,2023-12-07,Carla Jesus  ,Livros,"R$ 3.204,44"
1289,15/12/2024,João Pereira,Casa,"R$ 3.340,58"
1290,2023-12-14,Eduarda Klein,Livros,"R$ 1.706,59"
1291,2023-11-28 10:30:00,João Oliveira,Esporte,"R$ 2.076,06"
1292,Jul 13 2024,  Carla Oliveira,Moda,USD 4485.84
1293,2024-12-08,Ana Duarte,  Esporte,"3.562,92"
1294,2023-11-01,Olívia Nogueira,Casa,"R$ 3.170,85"
1295,2024-08-22,Tiago Klein,"","2.537,47"
1296,2023-04-01,Olívia Almeida,Esportes,$ 542.10
1297,04/02/2023,Carla Gomes,Casa,"R$ 2.107,45"
1298,2024-12-08  ,Bruno Carvalho  ,Livros,n/a
  1299,2023-01-26,João Ferreira,eletro,"2.032,44"
1300,22/09/2023,Karina Klein,Moda,"2.138,34"
1301,2023-03-02,Paulo Duarte,Eletrônicos,"R$ 3.917,00"
1302,Jun 15 2023,Rafael Santos,eletronicos,"R$ 4.257,53"
1303,2024-06-06,Mariana Klein  ,Moda,"416,69"
1304,2023-06-05,João Barbosa,Modas,$ 2991.49
1305,2024-11-02,João Carvalho,"","R$ 3.608,16"
1306,Jan 03 2024,Vitória Klein,esporte,-
1307,2024-01-10,Rafael Klein  ,Moda,"R$ 1.960,34"
1308,2024-10-31,Diego Henriques,"","R$ 4.778,53"
1309,2019-11-23,Nuno Oliveira,Eletrônicos,"R$ 519,26  "
1310,24/05/2023,Sofia Esteves,esporte  ,"4.333,43"
1311,2024-09-11,Henrique Martins,Eletrônicos,"167,79"
1312,  29/08/2024,Ana Oliveira  ,Casa  ,USD 3799.89
1313,2023-11-05,Karina Esteves,Esporte,"  1.453,44"
1314,16/09/2024,  Mariana Henriques,Livros,"144,07"
1315,2023-09-03,Mariana Vasconcelos,Casa,"4.575,61"
  1316,05/03/2024,Nuno Teixeira,Casa,"R$ 2.724,66"
1317  ,2023-02-14,Karina Esteves  ,Eletrônicos,"1.507,86"
1318,2024-09-19,João Jesus,Livros,"4.060,90"
1319,08/10/2023,Eduarda Klein,Casa,"557,70"
1320,2024-01-23,"",Casa,"R$ 1.123,38"
1321,2024-10-17,Eduarda Ribeiro  ,ELETRONICOS,"4.525,09"
1322,2023-03-31,Sofia Ferreira,Casa,"R$ 1.924,16"
1323,2023-05-05  10:30:00,Tiago Ferreira,Casa,"R$ 940,77"
1324,28/03/2023,Ana Barbosa,Moda,"R$  1.895,94"
1325,2023-11-13 10:30:00,"",Esporte,$ 3972.92  
1326,2024-07-01,João Lopes,Livros,"R$ 3.915,41"
1327,25/05/2024,Nuno Oliveira,Casa e Decoração,"R$ 352,98"
1328,01/10/2024,Eduarda Henriques,Eletrônicos,"R$ 2.219,66"
  1329,2023-12-31,Carla Esteves,Esporte,"R$ 1.118,64"
1330,09/09/2023,Sofia Teixeira,Moda,$ 732.91
1331,02/07/2024,Diego Queiroz,Moda  ,"376,30"
1332,2023-12-28,Nuno Nogueira,Livros,"R$ 4.438,79"
1333,2024-01-10,Karina Nogueira,LIVRO,"R$ 815,28"
1334,2024-02-28,Tiago Oliveira,Esporte,USD 3366.69
1335,20/12/2024,Olívia Teixeira,  Casa,$ 672.11
1336,2024-07-17,Ana Klein,Livros,"1.879,99"
1337,2024-04-08,Eduarda Henriques,Moda,"R$ 1.362,89"
1338,2023-05-24,Rafael Oliveira,ELETRONICOS,"154,67"
1339,10/07/2024,Gabriela Oliveira,  Esporte,"4.692,81"
  1340,17/09/2023,João Oliveira,ESPORTE,"1.413,71"
1341,  2024-10-30,Ana Carvalho,casa,"2.661,79"
1342,06/02/2023,Carla Barbosa,Casa  e Decoração,"1.712,45"
1343,2023-12-27,Gabriela Barbosa,eletro,"R$ 1.423,17  "
1344,19/02/2024,Rafael Santos,Moda,USD 1841.32
1345,2023-12-31,Rafael Gomes,Moda,$ 1617.43
1346,2023-12-02,Eduarda Santos,Casa,"2.973,84"
1347,2024-07-26,Karina Santos,Livros,"41,31"
1348,2024-01-29,Sofia Henriques,Eletrônicos,"R$  839,49"
1349,2023-01-08,Tiago Queiroz,Eletrônicos,"4.326,97"
1350,  May 28 2024,  Karina Esteves,Livros,"R$ 3.904,76"
1351,15/05/2024,Bruno Martins,Livros,"2.358,34"
1352,2024-01-21,Vitória Oliveira,Livros,"3.043,49"
1353,2023-10-16,Mariana Martins,  Livros,"4.191,33"
1354  ,07/03/2024,Diego Lopes,Esportes,  -
1355,2024-08-08,Isabela Pereira,  Esporte,"R$  1.118,57"
1356  ,2023-09-16,Rafael Oliveira,Livros,"795,48"
1357,2024-02-07,Isabela Teixeira,Livros,USD  191.09
1358,24/11/2023,Ana Santos,casa,$ 4771.75
1359,Jan 26 2024,Gabriela Almeida,eletronicos,"R$ 2.983,40"
1360,2023-06-27 10:30:00,Henrique Lopes,casa_decoracao,"914,70"
1361,2024-03-03,Sofia Almeida,ELETRONICOS,"352,40"
1362,22/12/2023,Henrique Carvalho,Eletrônico,"3.377,52"
1363,2024-07-25  ,Diego Klein,Livros,"4.319,42  "
1364,May 09 2023,Sofia Gomes,Moda,"R$ 1.800,10"
1365,2024-03-11,Olívia Ribeiro,ESPORTE,"1.997,01"
1366,2024-09-15,"",Esportes,USD 1630.43
1367,2024-07-16  ,Sofia Martins,esporte,"R$ 4.706,18"
1368,27/08/2024,Lucas Nogueira,Eletrônicos,"R$ 4.209,88"
1369,2024-10-15,Olívia Santos,Livros,$ 1179.60
1370,2024-06-03,Bruno Queiroz,Esporte,n/a
1371,17/01/2023,Bruno Almeida,Livros,""
1372,2024-12-19,Olívia Martins,Casa,"4.422,07"
1373  ,2024-05-22,Mariana Santos,Moda,"R$ 1.109,67"
1374,Jun 10 2024,Isabela Ribeiro,Casa,"4.634,67"
1375,14/06/2024,Eduarda Almeida,Livros,USD 2548.75
1376,  15/09/2023,Nuno Vasconcelos,esporte,"R$ 1.608,87"
1377,2023-07-21,Vitória Gomes,Livros,"726,33"
0,Mar 06 2023,Karina Santos,  Eletrônicos,"R$ 3.186,74"
  1379,2024-04-20,Henrique Henriques,  Esporte,"3.990,67"
1380,2023-09-28,Nuno Nogueira,casa,"2.651,50"
1381,02/10/2024,Henrique Lopes  ,Livros,"1.799,82"
1382,2023-07-24,Isabela Nogueira,Moda,"R$ 1.884,83"
1383,2024-06-10,Diego Ribeiro,Livros,""
1384,2023-08-29,Vitória Lopes,Livros,"R$ 181,65"
1385,2023-08-22,Diego Ferreira,MODA,"2.788,55"
1386,2023-09-06,Lucas Barbosa,Moda,"R$ 1.246,33"
1387,2024-08-27,  João Jesus,Eletrônicos,"1.258,36"
1388,2024-05-10,Diego Lopes,"","4.743,69"
1389,2023-06-15,Nuno Esteves,Eletrônicos  ,"R$ 4.103,24"
1390,2024-05-10,  Ana Martins,Esporte  ,"1.473,88"
1391,2023-13-07,Mariana Ribeiro,Livros,-
1392,18/02/2023,Bruno Jesus,"","1.379,90"
1393,2024-03-10,Diego Barbosa,Moda,"376,76"
1394,2024-07-02,Felipe Martins,MODA,$  3765.48
1395,30/03/2023  ,Paulo Henriques,ESPORTE,"R$ 3.246,44"
  1396,2023-01-10 10:30:00,Nuno Henriques,  Casa,n/a
  1397,2023-09-29,João Martins,Casa,"R$ 1.733,29"
1398,2024-11-22,Nuno Esteves,Moda  ,USD 2020.13
1399,2024-06-21,João Barbosa,Modas,"1.523,22"
1400,02/03/2024,João Ferreira,Eletrônicos,"3.012,17  "
1401,2024-08-01,Rafael Queiroz,Moda,"R$ 34,79"
1402,2023-12-19  ,Felipe  Esteves,ESPORTE,"1.928,40"
1403,2023-06-24  ,Felipe Jesus,esporte,"2.924,65"
  1404,02/11/2024,Tiago Queiroz,Esporte,USD 822.68
1405  ,20/07/2024,Diego  Almeida,livraria,"1.580,27"
1406,2023-07-02,Nuno Duarte,Casa,"R$ 2.544,88"
1407  ,2024-06-27,Felipe Barbosa,Moda,""
1408,2024-12-08,Diego Henriques,Esporte,"R$ 3.775,70"
1409,2023-12-07,Karina Oliveira,Moda,"R$ 4.156,86"
1410,2023-12-17 10:30:00,Isabela Carvalho,Moda,USD 3699.72
1411,06/07/2023,Mariana Barbosa,Esporte  ,"1.305,54"
1412,2024-04-26,Rafael Lopes,ESPORTE,"1.824,14"
  1413,30/06/2023,Olívia Queiroz,Moda,"2.103,84"
1414,04/05/2023,Henrique Klein,Moda,"3.679,42"
1415,09/09/2023,Henrique Oliveira,eletronicos,"R$ 1.356,57"
1416,2024-01-12  ,"",Livros,"607,51"
1417,2023-04-16,Lucas Gomes,Esporte,"1.612,81"
  1418,30/01/2024,Carla Almeida,Casa,"2.897,36"
1419,2023-06-27,Tiago Martins,Esporte,USD 345.66
1420,2023-10-15,Eduarda Klein,"",$ 3727.74
1421,2023-08-02,Diego Ribeiro,esporte,"R$ 1.822,19"
1422,2024-04-05,Karina Almeida,casa_decoracao,"4.037,84"
1423,2024-09-11,Nuno Klein,Casa,"R$ 1.653,73"
1424,2024-06-04,Gabriela Jesus,Esporte,"R$  2.179,03"
1425,19/03/2024  ,Carla Jesus,ELETRONICOS,"4.757,00"
1426,20/03/2023,Rafael Oliveira,Eletrônicos,"4.435,46"
1427,2023-12-02,"",Casa,"R$ 3.911,27"
1428,28/09/2023,Sofia Oliveira,Esporte,"639,16"
1429,17/05/2024,Felipe Nogueira,Casa,"R$ 3.806,96"
1430,2023-11-27,Henrique Almeida,eletronicos,$ 2754.78
1431,2024-01-13,  Paulo Pereira,Livros,"0,00"
1432,2024-10-05,Mariana Ribeiro,Livros,"2.694,76"
1433,Apr 04 2024,Diego Pereira,Casa,$ 2078.64
1434,2024-09-11,Paulo Jesus,Casa,"4.704,98"
1435,Jan 29 2023,Henrique  Queiroz,Livros,"768,25"
1436,2024-04-27,Gabriela Barbosa,Eletrônicos,USD 4257.64
1437,2023-09-08,Karina Oliveira,Casa,"  R$ 667,85"
1438,2024-08-07,Carla Barbosa,Casa,"R$ 2.118,17"
1439,2023-04-15,Karina Ribeiro,Livros,"R$ 1.573,17"
1440,2019-08-25,Nuno Nogueira,Livros,"3.706,30"
1441,2023-06-18,Henrique Almeida,Esporte,"R$ 4.278,85"
1442  ,2023-03-10,Carla Santos,Eletrônicos,"1.081,51"
1443,03/01/2023,Vitória Jesus,Eletrônicos,"R$ 4.582,37"
1444,21/02/2024,Paulo Queiroz,MODA,$ 3377.39
1445,24/12/2023,Vitória Ribeiro,Casa,"R$ 3.018,90"
1446,2023-06-24 10:30:00,Sofia Nogueira,  Esporte,USD 2313.85
1447,2024-07-14,Bruno Barbosa,Esportes,"652,92"
1448,05/09/2023,Bruno Teixeira,Eletrônico,"1.489,69"
  1449,2023-03-06,Bruno Gomes,outros,"2.672,88"
1450,24/11/2023  ,Nuno Henriques,Casa,USD 2800.04
1451,2023-11-11,Vitória  Duarte,"","3.745,33"
1452,2023-09-14,Diego Nogueira,Livros,USD 436.74
1453,2023-05-30,Gabriela Jesus,Eletrônicos,""
1454,19/05/2024,Eduarda Santos,Eletrônicos,USD 4800.65
1455,  2023-05-06,Lucas Carvalho,Moda,"4.978,33"
1456,2024-07-19,Felipe Jesus,"","R$ 4.433,42"
1457,2023-09-21,Rafael Teixeira,Livros,"R$ 486,78"
1458,Mar 29 2024,Mariana Martins,Esporte,"R$ 3.301,14"
1459,18/07/2023,Ana Jesus,Esportes,$ 2894.92
1460,2023-11-27,Sofia Ferreira,esporte,"1.312,55"
1461,Feb 23 2024,Bruno Teixeira,vestuario,"1.293,79"
1462,02/06/2023,  Felipe Martins,Esporte,USD 4532.13
1463,Jun 10 2024,Sofia Klein,Livros,"111,87"
1464,01/05/2024,Carla Henriques,vestuario,"R$ 3.939,90"
1465,2024-12-03,João Ribeiro,Moda,$ 3745.22
1466,2024-01-02,Nuno Klein,Esporte,"R$ 4.677,18"
1467,2023-07-16,Carla Lopes,Modas,"3.800,65"
1468  ,18/09/2023,Bruno Carvalho,Esporte,"R$ 998,47"
1469,2024-05-12,Lucas Lopes,Livros,"R$ 4.463,73"
1470,2023-05-20,Karina Gomes,Casa,"782,48"
1471,  24/06/2023,Lucas Lopes,Moda,"2.280,36"
1472,2024-10-18,João Nogueira,"","R$ 131,31"
1473,08/03/2023,Lucas Martins,Esporte,USD 1547.58
1474  ,08/09/2023,Karina Teixeira,Livros,"R$ 2.919,47"
1475,2024-03-18,Paulo Duarte  ,Livros,USD 33.21
1476,2023-08-04,Olívia Pereira,Eletrônicos,"R$ 3.223,70"
1477,11/12/2024,Eduarda Ferreira,Casa,"R$ 537,04"
1478,2024-09-26,Eduarda Henriques,Esporte,"4.172,42"
1479,Apr 11 2023,Mariana Barbosa,Esporte,"R$ 3.887,14"
"",2023-09-15,Tiago Pereira,eletro,"4.049,77"
  1481,2024-13-14,Paulo Klein,  LIVRO,n/a
1482,2024-01-28,Isabela Teixeira,misc  ,"R$ 4.720,96"
1483,22/08/2024,  Mariana Henriques,Moda,"4.397,48"
1484,2023-03-29,Henrique Martins,Moda,"3.025,29"
1485,Nov 18 2023,Tiago Oliveira,Eletrônicos,"995,89"
1486,2024-10-05,Lucas Santos,Livros,"1.726,26"
1487,25/05/2023,Rafael Nogueira,esporte,"R$ 3.987,07"
1488,2024-10-19,Eduarda Lopes,Casa,"4.818,56"
1489,2023-03-20,Diego Santos,Casa e Decoração,"4.831,56"
1490,15/03/2024,Diego Santos,Casa,"R$ 3.359,68"
1491,Apr  24 2023,Felipe Santos  ,livros,"R$ 1.986,11"
1492,  2024-04-21,Vitória  Martins,"","4.194,07"
1493,2024-11-03,Rafael  Nogueira,  MODA,"R$ 1.655,57"
1494,15/09/2024,Mariana Jesus,ESPORTE,"R$ 3.232,28"
1495,2023-03-12  ,Lucas Santos,  Moda,"R$ 2.332,93"
1496,2023-12-16,Mariana  Almeida,Eletrônicos,"2.760,41"
1497,2024-05-30,Gabriela Vasconcelos,Eletrônicos,"R$ 1.644,44"
1498,2023-06-16,João Barbosa,ELETRONICOS,"1.850,43"
1499  ,13/04/2023,Paulo Carvalho,  Eletrônico,"303,63"
1500,11/10/2024,Tiago Lopes,Livros  ,"2.278,15"
1501,2024-11-02 10:30:00,Tiago Pereira,Moda,"R$ 1.196,63"
1502,26/05/2024,Isabela Lopes,Eletrônicos,"R$ 234,94"
1503,2023-12-16,Felipe Queiroz,misc,"  4.696,75"
1504,2024-13-29,Olívia Martins,Casa,"R$ 3.954,63"
1505,16/08/2024,"",Livros,"R$ 4.216,54"
1506,2023-08-12,Nuno Santos,Esporte,"2.291,44"
1507,2024-04-24,Olívia Carvalho,eletro,"633,34"
1508  ,2023-07-26,Gabriela Henriques,diversos,"R$ 1.164,02"
1509,2023-13-22,Ana Nogueira,vestuario,"3.896,27  "
1510,2024-06-27,  Sofia Lopes,Livros,USD 4809.03
1511,2023-01-07,Olívia Oliveira,Casa,"2.408,23"
1512,2024-08-27,Felipe Duarte,Eletrônicos,-
1513,2024-08-13,Sofia Queiroz,livraria,"R$ 3.503,62"
  1514,Aug 14 2024,João Duarte,MODA,"  R$ 2.365,09"
1515,2024-12-21,Ana Carvalho,Livros  ,"2.003,32"
1516,2024-10-27,Diego Martins,Esporte,"1.164,16"
1517,2024-08-09,Rafael Queiroz,Moda,"R$ 3.227,76"
1518,2023-10-02,Sofia Lopes,Eletrônicos,$ 240.40
1519,2024-08-08,Diego Santos,casa,"R$ 2.260,31"
1520,Dec 18 2023  ,Lucas Lopes,Eletrônicos,"R$ 2.228,79"
1521,2023-13-14,João Santos,Moda,USD 3013.78
1522,Apr 05 2024,Nuno Pereira,casa_decoracao,"R$ 1.725,78"
1523,2024-02-20,João Henriques,Eletrônicos,"R$ 3.818,45"
1524,2024-10-03 10:30:00,Bruno Teixeira,ESPORTE,"R$ 2.087,22"
1525,2023-02-03,Vitória Henriques,diversos,"4.153,47"
1526,2023-07-06,Carla Jesus,Casa,$ 77.29
1527,04/04/2024,Felipe Ferreira,Moda,"R$ 1.628,36  "
1528,2023-06-22,Felipe Klein,Moda,""
1529,18/03/2024,Olívia Oliveira  ,Casa,"4.212,47"
1530,2023-05-28,Bruno Oliveira,Casa,"R$ 3.116,76"
  1531,07/07/2023,Lucas Ferreira,Esporte,"4.138,79"
1532,02/08/2023,  Henrique Oliveira,vestuario,$ 2858.27
1533,2023-09-12,Karina Duarte,Livros,"  R$ 2.680,34"
1534,04/12/2024,Karina Nogueira  ,Eletrônicos,"  R$ 4.281,27"
1535,20/12/2023,Lucas Henriques,Casa,"360,38"
1536,Feb 06 2024,Henrique  Ferreira,Moda,$ 3922.69
1537,01/09/2023,Ana Almeida,Eletrônicos,USD 3042.78
1538  ,2023-08-09,Nuno Almeida,  ESPORTE,-
1539,2024-06-09,Sofia Duarte,vestuario,"1.230,18"
1540,2024-09-02  ,Lucas Barbosa,Livros,"R$ 3.797,36"
0,2023-13-25,João Pereira,Moda,"R$ 2.340,71"
1542,2024-06-16 10:30:00,Tiago Teixeira,Casa,"2.069,58"
1543,2024-01-17,Sofia Lopes,Eletrônico,  USD 3350.10
1544,03/08/2023,Eduarda Almeida,Moda,"  1.669,36"
1545,2024-07-24  ,Tiago Ferreira,Eletrônicos,"R$ 82,71"
1546,2023-13-30,Bruno Ribeiro,Eletrônicos,"1.059,44"
1547,2023-07-27,João Henriques,eletronicos,"3.082,48"
1548,2024-02-27 10:30:00,Isabela Oliveira,Moda,"516,70"
1549,2023-09-13  ,Henrique Klein,outros,"4.242,21"
1550,2024-10-06,Rafael Almeida,Livros,"0,00"
1551,04/02/2023,  Mariana Gomes,Casa e Decoração,"4.054,53"
1552,2024-07-11,  Gabriela Carvalho,livros,USD 4715.30
1553,2023-09-27,Vitória Henriques,livros,n/a
1554,22/09/2024,Karina Nogueira,  Esportes,"2.769,42"
1555,2024-07-29,João Almeida,Casa,"R$ 1.587,63"
1556,2023-10-09,Mariana Pereira,Esporte,USD 540.55
1557,  2024-04-28,Bruno Pereira,  eletro,"2.910,89"
1558,02/04/2023,Mariana Klein,livros,"1.765,54"
1559  ,25/03/2023,Sofia Vasconcelos,casa,"206,38"
  1560,2024-10-12,Rafael Teixeira,Casa,"1.247,03"
1561,  2023-08-16 10:30:00,Karina Teixeira,esporte,"R$ 2.231,37"
1562,2023-01-25,Carla Jesus,Eletrônicos,"R$ 2.967,12"
1563,17/12/2023,Felipe Henriques,Eletrônicos,"R$ 3.639,17"
1564,2024-10-03,Lucas Gomes,Eletrônicos,"R$ 2.292,17"
1565,2023-06-05,Gabriela Santos,Esporte,"R$ 4.180,40"
1566,  Sep 05 2023,Gabriela Duarte,Livros,"R$ 2.163,01"
1567,2023-05-20,Mariana Teixeira,Moda  ,"R$ 1.524,88"
1568,2024-05-12,"",Esporte,USD 3483.41
  1569,2023-05-10,Bruno Lopes,"","R$ 286,76  "
1570,2024-08-22,Sofia Jesus,Esporte,"R$ 4.279,10"
1571,2024-08-09 10:30:00,Sofia Nogueira,Moda,USD 3332.55
1572,Jan 07 2024,Nuno Carvalho,Moda,"R$ 698,12"
1573,2024-10-15,Henrique Almeida,livros,"1.208,59"
1574,31/05/2023,Tiago Carvalho,Moda,$ 4499.59
1575,2024-08-20,Vitória Teixeira,Moda,"R$ 2.083,61"
1576,09/07/2024  ,Diego Duarte,vestuario,"R$ 2.607,72"
1577,2024-10-17,Felipe Queiroz,  Esportes,"98,63"
1578,2023-01-24,Gabriela Lopes,Eletrônicos,""
1579,11/04/2024,Tiago Gomes,Casa,"  1.743,95"
  1580,2024-02-05,Olívia Almeida,Esporte,"3.270,93"
1581,10/07/2024,Mariana Henriques,misc,"R$ 847,07"
1582,2024-04-28,  Rafael Ribeiro,Moda,"1.778,23"
